Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
145274,430109925644848,June,NE,913.6806,290.0,25,39,1,,51,2,1,1,4,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,11.6,2.451005098112319
145925,44863430758296,June,NH,476.3451,365.38,35,43,1,,51,2,1,1,4,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,10.439428571428572,2.34558984641901
146104,367988304098339,June,NH,472.3538,501.58,31,40,1,,51,2,1,1,4,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,16.18,2.7837759116303458
146142,430306983123395,June,NH,709.9455,336.0,28,39,1,,18,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,12.0,2.4849066497880004
146160,441390259300933,June,NH,496.2929,395.0,30,38,1,,59,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,13.166666666666666,2.5776883832389665
146281,308700003791163,June,NH,476.3451,360.64,32,42,1,,52,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,11.27,2.422144328051685
146603,395918204035489,June,NJ,3937.4171,495.3,30,40,1,,21,2,7,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,16.51,2.8039662579320366
146822,894469040029303,June,NJ,3474.3584,769.0,35,43,1,,43,2,1,2,4,"Native, Born In US",2,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,21.97142857142857,3.0897429080162304
146991,553647034907590,June,NM,1938.8135,1461.0,40,42,1,1.0,25,1,7,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,0,36.525,3.597996957636763
147367,392978806016624,June,NY,2810.7002,480.76,40,37,1,4.0,64,2,6,0,0,"Foreign Born, US Cit By Naturalization",2,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,12.019,2.4864887309706516
147467,563033008907090,June,NY,2998.5021,550.0,35,43,1,,51,2,1,2,10,"Foreign Born, Not a US Citizen",2,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,15.714285714285714,2.7545702167371027
147799,146720240300301,June,NY,3380.7945,231.25,25,44,1,,40,2,1,5,8,"Native, Born In US",2,Employment services (5613),2540,"Private, For Profit",No,No,Employed-At Work,1,9.25,2.224623551524334
148018,689560802210983,June,NY,3536.6347,218.16,18,44,1,,43,2,1,3,3,"Native, Born In US",2,Religious organizations (8131),2540,"Private, Nonprofit",No,No,Employed-At Work,1,12.12,2.4948569806411682
148117,963026805389850,June,NY,4007.9935,350.0,35,43,1,,23,2,7,0,0,"Native, Born In US",2,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-At Work,1,10.0,2.302585092994046
148158,44046155380180,June,NY,3043.6411,735.0,35,42,1,,39,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2540,Government - Local,No,Yes,Employed-At Work,1,21.0,3.044522437723423
148538,708908313997587,June,NC,3197.5888,276.92,30,40,1,,51,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,9.230666666666668,2.2225312741476695
148892,547395519800938,June,ND,322.2376,461.53,14,41,1,,54,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,32.96642857142857,3.495489727632006
149972,587470039000734,June,OK,1628.7462,461.53,37,39,1,,51,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-Absent,1,12.473783783783784,2.52362914460304
150169,14036068909873,June,OR,3747.519,280.0,20,40,8,,37,2,1,2,3,"Native, Born Abroad Of US Parent(s)",9,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,14.0,2.6390573296152584
150910,497924306047299,June,PA,3336.1594,625.0,40,43,2,,60,2,7,0,0,"Native, Born In US",2,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,15.625,2.7488721956224653
151269,908907624998352,June,PA,2881.8919,318.0,20,39,1,,51,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,15.9,2.766319109226186
151574,489600616920784,June,RI,472.1012,487.5,30,40,1,,61,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,16.25,2.7880929087757464
151590,508706984791584,June,RI,490.1725,1250.0,35,40,2,,60,2,1,0,0,"Native, Born In US",1,Administration of human resource programs (923),2540,Government - State,No,No,Employed-At Work,1,35.714285714285715,3.575550768806933
151975,589650582700944,June,SC,1918.7534,203.04,16,39,1,,53,2,1,2,4,"Native, Born In US",5,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,12.69,2.540814281726296
153173,858679740769402,June,TX,4228.6434,350.0,40,39,1,1.0,50,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,8.75,2.169053700369523
153550,568518180949403,June,TX,4148.623,430.0,40,42,1,1.0,30,2,1,0,0,"Foreign Born, US Cit By Naturalization",7,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,10.75,2.3749057545736716
153625,828239440069405,June,TX,3566.9179,400.0,40,43,1,1.0,46,2,7,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,10.0,2.302585092994046
153793,402094405158811,June,TX,3967.5928,350.0,40,40,1,1.0,54,2,7,1,4,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,8.75,2.169053700369523
153806,440809948250195,June,TX,3524.0329,600.0,40,39,1,,47,2,1,1,4,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,15.0,2.70805020110221
153827,490978004009899,June,TX,3284.5589,323.07,40,39,1,,58,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,8.07675,2.088989563894963
154091,889219440769401,June,UT,1389.7149,421.2,30,43,1,,50,2,1,1,4,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,14.04,2.641910398597665
154532,593988805020049,June,VT,523.2925,592.0,40,42,1,,32,1,1,2,3,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,0,14.8,2.6946271807700692
154534,596998200014059,June,VT,348.2049,573.5,37,44,1,1.0,42,2,1,2,3,"Foreign Born, US Cit By Naturalization",1,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,15.5,2.740840023925201
154541,620905069758764,June,VT,330.0172,875.0,35,40,1,,56,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,25.0,3.2188758248682006
154757,169170384570985,June,VA,2044.1682,542.5,35,43,1,2.0,43,2,2,1,3,"Native, Born in PR or US Outlying Area",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,15.5,2.740840023925201
155111,615155088909173,June,VA,2632.368,1166.66,40,40,2,,50,2,4,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,29.166500000000003,3.373020790393418
155612,991003595549550,June,WA,3260.002,480.0,30,43,1,,60,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,16.0,2.772588722239781
155669,235789088909894,June,WA,3061.6576,287.2,20,42,1,,32,2,5,2,8,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,14.36,2.664446563620078
155692,450309994691390,June,WA,2780.0719,416.0,26,39,1,,35,2,1,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,16.0,2.772588722239781
156111,735075851589520,June,WI,2552.2228,612.5,35,43,2,,32,1,7,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,0,17.5,2.8622008809294686
156207,559090977200945,June,WI,1935.2658,634.61,30,44,1,,63,2,1,0,0,"Native, Born In US",3,"Colleges and universities, including junior colleges (6112, 6113)",2540,"Private, Nonprofit",No,No,Employed-At Work,1,21.153666666666666,3.0518132553205533
156313,285579539500913,June,WI,2108.985,455.0,35,43,1,,47,2,1,2,4,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,13.0,2.5649493574615367
156441,55719048909577,June,WI,1870.8539,630.0,40,42,1,,54,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,15.75,2.7568403652716422
156455,92065184580750,June,WI,2029.9595,480.76,40,43,1,,49,2,1,1,4,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,12.019,2.4864887309706516
156555,596998406012569,June,WI,2070.838,376.0,40,40,4,,34,2,5,0,0,"Native, Born Abroad Of US Parent(s)",3,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",2540,"Private, Nonprofit",No,No,Employed-At Work,1,9.4,2.2407096892759584
156768,665123094909762,June,WY,301.2259,346.15,35,43,1,,58,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,9.889999999999999,2.2915241456346207
156815,850609961804994,June,WY,364.2368,921.3,37,39,1,,23,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,24.9,3.214867803470662
157386,84810120699341,July,AK,360.4735,461.53,35,39,1,,55,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-Absent,1,13.186571428571428,2.5791989957578507
157551,62434001540004,July,AK,461.807,323.07,37,43,1,,52,2,5,1,3,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-At Work,1,8.731621621621622,2.166951105364675
157916,540495061003106,July,AZ,4936.9828,237.36,23,39,1,1.0,36,2,1,2,10,"Native, Born In US",8,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-Absent,1,10.32,2.334083760053417
157921,601008080101374,July,AZ,4731.1091,942.0,40,43,1,,39,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,23.55,3.159125820462427
157992,925054912059050,July,AZ,3249.1358,1500.0,27,43,1,,55,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-Absent,1,55.55555555555556,4.017383521085972
158811,156870060089009,July,CA,2904.0893,67.15,5,40,1,,48,2,1,2,9,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,13.430000000000001,2.5974910105351463
158840,170590060041724,July,CA,3738.2262,1450.0,35,43,1,1.0,39,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,41.42857142857143,3.7239707739252066
159002,401909460896216,July,CA,2630.7343,461.53,30,40,1,1.0,48,2,1,1,4,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,15.384333333333332,2.7333496755851088
159869,100609980217068,July,CA,2569.528,363.75,25,40,4,,49,2,1,3,10,"Foreign Born, US Cit By Naturalization",9,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,14.55,2.6775909936175015
160246,636800018720910,July,CA,3536.6231,600.0,40,43,2,,51,2,5,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,15.0,2.70805020110221
160446,958056702018650,July,CA,2834.7502,580.0,40,39,1,,55,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,14.5,2.6741486494265287
161056,270983070205149,July,CO,1827.7254,430.0,40,43,1,,38,2,1,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,10.75,2.3749057545736716
161084,610000610403748,July,CO,2736.45,490.0,35,43,1,,56,2,1,1,4,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-Absent,1,14.0,2.6390573296152584
161383,390213081908573,July,CT,1407.891,129.0,50,40,1,,23,2,7,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,"Private, Nonprofit",Yes,,Employed-At Work,1,2.58,0.9477893989335261
161776,67090206102561,July,DE,783.9839,170.0,40,39,1,,23,2,7,1,1,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,4.25,1.4469189829363254
162695,10006821523372,July,FL,3388.6329,480.76,32,42,1,,59,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,15.02375,2.7096322822848613
162903,110209925097230,July,FL,4533.7742,340.0,40,42,1,7.0,24,2,7,0,0,"Foreign Born, Not a US Citizen",5,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,8.5,2.1400661634962708
163127,400225000811370,July,FL,3703.8074,480.0,40,43,1,,27,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-Absent,1,12.0,2.4849066497880004
163783,331879120002902,July,GA,3087.0254,300.0,40,40,1,,45,2,7,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,7.5,2.0149030205422647
163983,993659550129102,July,GA,3058.6001,392.8,40,39,1,,50,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,9.82,2.2844211223663744
164820,986049850069107,July,ID,992.2196,346.15,30,43,1,,53,2,1,2,10,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,11.538333333333332,2.4456748254618788
164920,7097365106761,July,IL,3120.9038,600.0,40,43,1,,57,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Federal,Yes,,Employed-At Work,1,15.0,2.70805020110221
164935,39331170027106,July,IL,2525.7936,961.0,50,43,1,,32,2,7,0,0,"Native, Born In US",3,"Other health care services (6215, 6219)",2540,Government - Local,Yes,,Employed-At Work,1,19.22,2.9559514035421466
165116,960017709118390,July,IL,3221.0374,990.0,35,40,2,,54,2,7,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,28.285714285714285,3.3423568816392217
165275,175171070049815,July,IL,2410.3161,14.5,35,43,1,,32,1,1,1,2,"Native, Born In US",3,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-Absent,0,0.4142857142857143,-0.8811994120628849
165528,871016160004904,July,IL,2356.6317,576.0,38,43,1,,63,1,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,No,Yes,Employed-Absent,0,15.157894736842104,2.7185215009695054
165772,982077978159340,July,IL,2593.7181,256.25,25,42,1,,32,2,5,1,3,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,10.25,2.327277705584417
166639,949969610157105,July,IA,927.5138,400.0,40,39,2,,58,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,10.0,2.302585092994046
166654,999250717140911,July,IA,1110.6239,1307.69,45,46,1,,33,1,7,0,0,"Native, Born In US",4,"Other schools, instruction, and educational services (6116, 6117)",2540,"Private, Nonprofit",No,No,Employed-At Work,0,29.05977777777778,3.3693550110990573
166998,47080341200061,July,KS,1472.6032,221.3,37,37,1,,42,2,5,3,10,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,5.981081081081081,1.7886013344127796
167053,960479010487201,July,KS,1372.4643,175.0,40,39,1,,48,2,1,1,3,"Native, Born In US",4,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,4.375,1.4759065198095778
168284,13270149400674,July,MD,1713.6336,496.0,31,40,1,,56,2,6,1,3,"Native, Born In US",5,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-At Work,1,16.0,2.772588722239781
168399,67094206201561,July,MD,4212.1286,400.0,40,43,2,,43,2,1,2,10,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,10.0,2.302585092994046
168690,964469710449204,July,MD,1496.6262,454.54,35,43,1,,58,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,12.986857142857144,2.5639378570564526
168788,370956090121439,July,MA,2918.7763,529.8,30,40,1,,56,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,No,Yes,Employed-At Work,1,17.66,2.8713021951758138
169223,209540614041672,July,MI,2760.7918,200.0,25,39,2,,61,2,7,0,0,"Native, Born In US",3,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-At Work,1,8.0,2.0794415416798357
169415,211368005720470,July,MI,2686.9621,263.15,30,39,1,,46,2,1,0,0,"Native, Born In US",3,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-Absent,1,8.771666666666667,2.1715268301376325
169686,926519450549207,July,MI,2598.9245,300.0,36,39,1,,54,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,8.333333333333334,2.120263536200091
170185,799060951530652,July,MN,1834.3443,884.0,10,39,1,,45,2,1,6,10,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,88.4,4.481871969643598
170262,29812170990897,July,MN,1977.5796,135.0,15,42,7,,45,1,7,2,10,"Native, Born Abroad Of US Parent(s)",4,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,0,9.0,2.1972245773362196
170495,67842580992593,July,MS,1857.4151,1384.0,40,40,2,,48,1,5,1,4,"Native, Born In US",6,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-Absent,0,34.6,3.543853682063679
171096,3592180007400,July,MT,53.2325,480.0,30,40,1,,57,2,3,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-At Work,1,16.0,2.772588722239781
171275,550906090931319,July,MT,656.7998,427.0,35,42,1,,49,2,1,1,3,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,12.2,2.501435951739211
171720,319369419100831,July,NE,845.4034,480.0,40,40,3,,38,2,5,3,8,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,12.0,2.4849066497880004
172321,810430076431899,July,NH,444.5127,346.15,40,43,1,,55,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,8.653749999999999,2.157992753010098
172410,130309931145589,July,NH,468.3547,255.0,34,39,1,,53,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,Government - Local,No,Yes,Employed-Absent,1,7.5,2.0149030205422647
172413,133844051001711,July,NH,467.091,642.85,35,39,1,,49,2,1,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,Yes,Employed-Absent,1,18.36714285714286,2.9105633540408444
173415,302060313039564,July,NM,1022.2902,422.18,38,42,1,,30,2,2,2,3,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,Yes,Employed-Absent,1,11.11,2.4078456036515385
173690,50086182306021,July,NY,4545.781,280.0,20,42,2,,23,2,7,0,0,"Native, Born In US",2,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,14.0,2.6390573296152584
173756,130609972951884,July,NY,3075.2761,405.0,37,43,1,,41,2,7,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,10.945945945945946,2.392969154462315
174157,18398849600897,July,NY,3434.3509,950.0,40,43,1,,51,2,5,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-Absent,1,23.75,3.1675825304806504
174232,100243060088900,July,NY,3463.852,875.0,35,39,1,,57,2,1,0,0,"Foreign Born, US Cit By Naturalization",2,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,25.0,3.2188758248682006
174929,400303661710563,July,NC,2874.2927,673.0,40,43,1,,53,2,1,1,3,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-Absent,1,16.825,2.8228658755307916
175263,50183180999998,July,ND,313.3164,716.0,40,39,1,,57,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,17.9,2.884800712846709
175444,52133180127200,July,ND,540.4646,480.0,40,40,1,,21,2,7,0,0,"Native, Born In US",4,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,12.0,2.4849066497880004
175494,228700510121303,July,ND,441.8956,547.75,35,43,1,,32,2,1,1,1,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,15.65,2.750470916986162
175586,891760882611003,July,ND,476.3843,461.53,40,39,1,,24,2,1,0,0,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.53825,2.445667603133328
175605,938869810597306,July,ND,445.9064,561.6,36,43,1,,46,1,1,2,3,"Native, Born In US",4,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,0,15.600000000000001,2.7472709142554916
175913,306100218052971,July,OH,2946.1981,198.36,18,39,1,,58,2,1,0,0,"Native, Born In US",3,Religious organizations (8131),2540,"Private, Nonprofit",No,No,Employed-Absent,1,11.020000000000001,2.3997118037247684
177579,624259170004508,July,PA,2709.5954,423.0,40,39,1,,55,2,1,0,0,"Native, Born In US",2,Elementary and secondary schools (6111),2540,Government - State,No,Yes,Employed-At Work,1,10.575,2.3584927249323417
178078,793044713419080,July,RI,446.0797,603.75,35,41,1,,60,2,5,0,0,"Native, Born In US",1,Elementary and secondary schools (6111),2540,"Private, For Profit",Yes,,Employed-Absent,1,17.25,2.847812143477369
178098,924119310477405,July,RI,485.6319,490.0,35,39,1,,52,2,1,1,4,"Native, Born In US",1,Elementary and secondary schools (6111),2540,"Private, Nonprofit",No,No,Employed-At Work,1,14.0,2.6390573296152584
178491,754805160004205,July,SC,2080.4703,884.0,17,39,1,,36,2,1,3,10,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,52.0,3.9512437185814275
178783,37066353400021,July,SD,683.5596,262.5,30,39,1,,20,2,1,1,1,"Native, Born In US",4,Child day care services (6244),2540,"Private, For Profit",No,No,Employed-At Work,1,8.75,2.169053700369523
179218,901006264100507,July,TN,3157.1643,1449.0,40,40,1,,40,2,1,1,3,"Native, Born In US",6,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,36.225,3.589749488206746
180305,514400380800162,July,TX,3833.3354,423.07,36,39,1,1.0,40,2,1,4,14,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.751944444444444,2.464018711532666
180360,761380003240020,July,TX,4183.6007,25.0,2,39,1,1.0,20,2,7,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,12.5,2.5257286443082556
180550,350985093941479,July,TX,4197.3704,415.38,40,42,2,,60,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,10.3845,2.340314309804053
180568,600018939419540,July,TX,3353.7587,1153.0,40,39,1,,50,2,1,0,0,"Native, Born In US",7,Elementary and secondary schools (6111),2540,Government - State,No,No,Employed-Absent,1,28.825,3.3612430661551227
180782,5994190995892,July,UT,1870.4547,980.0,40,43,1,,32,2,1,3,8,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,24.5,3.1986731175506815
181709,410007335405781,July,VA,3036.0507,346.15,40,40,1,2.0,41,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,8.653749999999999,2.157992753010098
181983,971489210099502,July,VA,2228.2136,692.0,40,39,1,,44,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-Absent,1,17.3,2.8507065015037334
182493,50410075069676,July,WV,643.0601,471.0,12,43,1,,41,2,1,1,4,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,39.25,3.6699514442284173
182678,500180215099451,July,WV,381.2595,540.0,40,40,1,,35,2,1,2,8,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,13.5,2.6026896854443837
182687,545293170105700,July,WV,303.4133,961.0,40,43,1,,45,2,1,2,10,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,24.025,3.1790949548563563
182874,745524130004806,July,WV,551.4308,455.76,40,40,1,,49,2,1,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),2540,Government - State,Yes,,Employed-Absent,1,11.394,2.433086901058204
183048,945329410549500,July,WI,2329.7411,540.0,40,39,1,,54,2,1,0,0,"Native, Born In US",3,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,13.5,2.6026896854443837
183406,410008045409616,July,WY,262.1084,416.0,37,39,1,,60,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,11.243243243243244,2.419767347617039
183416,501000614094684,July,WY,262.1084,1410.0,47,39,1,,61,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,"Private, For Profit",No,No,Employed-At Work,1,30.0,3.4011973816621555
183473,699100701300915,July,WY,239.1057,692.3,40,40,1,,40,2,1,2,4,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,17.307499999999997,2.8511399335700434
183540,960163117851340,July,WY,266.2427,1036.0,37,43,1,,26,2,1,2,8,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-Absent,1,28.0,3.332204510175204
183640,699760000820915,July,WY,322.5258,680.0,40,43,1,,49,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),2540,Government - Local,No,No,Employed-At Work,1,17.0,2.833213344056216
184237,31090220693791,August,AK,403.5255,850.0,40,43,1,,56,2,1,0,0,"Native, Born In US",9,Elementary and secondary schools (6111),2540,Government - Local,Yes,,Employed-At Work,1,21.25,3.056356895370426
184782,571230399911000,August,AR,1589.3933,300.0,40,40,10,,53,2,1,0,0,"Native, Born In US",7,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-At Work,1,7.5,2.0149030205422647
184813,991753002300191,August,AR,1248.6382,1105.0,40,40,2,,51,2,7,0,0,"Native, Born In US",7,Child day care services (6244),2540,"Private, Nonprofit",No,No,Employed-At Work,1,27.625,3.3187211598379167
